,bp_pos,sample,normalized_fluorescent_units,EXPERIMENT
232,586.6666666666667,Sample_1,0.2285046834445271,Control
233,591.1111111111111,Sample_1,0.227759635521579,Control
234,595.5555555555555,Sample_1,0.22657654827553894,Control
235,600.0,Sample_1,0.22507150261558234,Control
236,606.8965517241379,Sample_1,0.2236557649951765,Control
237,613.7931034482758,Sample_1,0.222722623006435,Control
238,620.6896551724138,Sample_1,0.22227246749416982,Control
239,627.5862068965517,Sample_1,0.22203092540033015,Control
240,634.4827586206897,Sample_1,0.22289283592207768,Control
241,641.3793103448276,Sample_1,0.22302543002456165,Control
242,648.2758620689655,Sample_1,0.22317893432448974,Control
243,655.1724137931035,Sample_1,0.2232742027474241,Control
244,662.0689655172414,Sample_1,0.22407328496563644,Control
245,668.9655172413793,Sample_1,0.22578332872950718,Control
246,675.8620689655172,Sample_1,0.2277169357258638,Control
247,682.7586206896551,Sample_1,0.2294389979677047,Control
248,689.6551724137931,Sample_1,0.23184396380737957,Control
249,696.551724137931,Sample_1,0.23404911023689984,Control
250,703.448275862069,Sample_1,0.23662663406108964,Control
251,710.3448275862069,Sample_1,0.23953715766513609,Control
252,717.2413793103449,Sample_1,0.2421644164916578,Control
253,724.1379310344828,Sample_1,0.2440447708823742,Control
254,731.0344827586207,Sample_1,0.24575373982301182,Control
255,737.9310344827586,Sample_1,0.2481709195630629,Control
256,744.8275862068965,Sample_1,0.2506521001410852,Control
257,751.7241379310344,Sample_1,0.25325463803324544,Control
258,758.6206896551724,Sample_1,0.2555263257920153,Control
259,765.5172413793103,Sample_1,0.25732557988423377,Control
260,772.4137931034483,Sample_1,0.2590451993459994,Control
261,779.3103448275862,Sample_1,0.26113895500408874,Control
262,786.2068965517242,Sample_1,0.2617853146119971,Control
263,793.1034482758621,Sample_1,0.2622586276793755,Control
264,800.0,Sample_1,0.26242805890539417,Control
265,806.8965517241379,Sample_1,0.26233875086584346,Control
266,813.7931034482758,Sample_1,0.26203076515395723,Control
267,820.6896551724137,Sample_1,0.26166884285800973,Control
268,827.5862068965517,Sample_1,0.26149159473575034,Control
269,834.4827586206897,Sample_1,0.2614742021416146,Control
270,841.3793103448276,Sample_1,0.2621966787766675,Control
271,848.2758620689655,Sample_1,0.26239708445404014,Control
272,855.1724137931035,Sample_1,0.263557991256997,Control
273,862.0689655172414,Sample_1,0.2647011146210061,Control
274,868.9655172413793,Sample_1,0.26572317380448635,Control
275,875.8620689655172,Sample_1,0.2674783601441475,Control
276,882.7586206896551,Sample_1,0.2697177054947211,Control
277,889.655172413793,Sample_1,0.27080513347301477,Control
278,896.5517241379309,Sample_1,0.2722276131664283,Control
279,903.448275862069,Sample_1,0.2735225797399143,Control
280,910.3448275862067,Sample_1,0.2752337960382211,Control
281,917.2413793103448,Sample_1,0.2771890949216459,Control
282,924.1379310344828,Sample_1,0.2789656800147661,Control
283,931.0344827586208,Sample_1,0.2806936049287876,Control
284,937.9310344827586,Sample_1,0.28252578769642034,Control
285,944.8275862068964,Sample_1,0.28510477718865523,Control
286,951.7241379310344,Sample_1,0.2873171542471982,Control
287,958.6206896551724,Sample_1,0.2888612843883587,Control
288,965.5172413793103,Sample_1,0.28970814738484274,Control
289,972.4137931034484,Sample_1,0.29035548410478124,Control
290,979.3103448275862,Sample_1,0.291393470214352,Control
291,986.2068965517242,Sample_1,0.29178802805210474,Control
292,993.103448275862,Sample_1,0.2923196747076799,Control
293,1000.0,Sample_1,0.29298420859934804,Control
294,1010.8695652173913,Sample_1,0.29408971315019844,Control
295,1021.7391304347826,Sample_1,0.29442603511095744,Control
296,1032.608695652174,Sample_1,0.2943490386829859,Control
297,1043.4782608695652,Sample_1,0.2952448549921778,Control
298,1054.3478260869565,Sample_1,0.29624844675828915,Control
299,1065.2173913043478,Sample_1,0.2961816122954306,Control
300,1076.086956521739,Sample_1,0.2970497763341708,Control
301,1086.9565217391305,Sample_1,0.29833213816246856,Control
302,1097.8260869565215,Sample_1,0.29928003454286456,Control
303,1108.695652173913,Sample_1,0.30014702604716853,Control
304,1119.5652173913045,Sample_1,0.30173170633757795,Control
305,1130.4347826086955,Sample_1,0.30428861309793276,Control
306,1141.304347826087,Sample_1,0.30662156578098954,Control
307,1152.1739130434785,Sample_1,0.3078503818700381,Control
308,1163.0434782608695,Sample_1,0.30888191904021023,Control
309,1173.913043478261,Sample_1,0.31010301594422096,Control
310,1184.7826086956522,Sample_1,0.3111376798728894,Control
311,1195.6521739130435,Sample_1,0.31157669630801155,Control
312,1206.5217391304348,Sample_1,0.31151650620695764,Control
313,1217.391304347826,Sample_1,0.3112828787205617,Control
314,1228.2608695652175,Sample_1,0.31120549144777815,Control
315,1239.1304347826087,Sample_1,0.3105217084491171,Control
316,1250.0,Sample_1,0.3101901743373055,Control
317,1260.8695652173913,Sample_1,0.31049933258362783,Control
318,1271.7391304347825,Sample_1,0.3111612282728148,Control
319,1282.608695652174,Sample_1,0.3115797253553048,Control
320,1293.4782608695652,Sample_1,0.31121018158552255,Control
321,1304.3478260869565,Sample_1,0.311071529388452,Control
322,1315.2173913043478,Sample_1,0.31089349957656853,Control
323,1326.086956521739,Sample_1,0.31016330375647794,Control
324,1336.9565217391305,Sample_1,0.3091295192286365,Control
325,1347.8260869565215,Sample_1,0.3081167426094422,Control
326,1358.695652173913,Sample_1,0.30698925303791463,Control
327,1369.5652173913045,Sample_1,0.3051352806720108,Control
328,1380.4347826086955,Sample_1,0.3044631253065078,Control
329,1391.304347826087,Sample_1,0.3045945468745557,Control
330,1402.1739130434785,Sample_1,0.30378940656175674,Control
331,1413.0434782608695,Sample_1,0.3026650437487255,Control
332,1423.913043478261,Sample_1,0.3012449091241842,Control
333,1434.7826086956522,Sample_1,0.2995077016458768,Control
334,1445.6521739130435,Sample_1,0.2979528232723853,Control
335,1456.5217391304348,Sample_1,0.2964797291758129,Control
336,1467.391304347826,Sample_1,0.29414658107035,Control
337,1478.2608695652175,Sample_1,0.29281311628287826,Control
338,1489.1304347826087,Sample_1,0.29155449827691177,Control
339,1500.0,Sample_1,0.2904170421626773,Control
340,1514.0845070422536,Sample_1,0.2896188393452919,Control
341,1528.1690140845071,Sample_1,0.2888479956647494,Control
342,1542.2535211267605,Sample_1,0.28710414382463734,Control
343,1556.338028169014,Sample_1,0.2851266644981294,Control
344,1570.4225352112676,Sample_1,0.2826367876230392,Control
345,1584.5070422535211,Sample_1,0.2799898888447126,Control
346,1598.5915492957747,Sample_1,0.27730625065405434,Control
347,1612.6760563380285,Sample_1,0.27468573390054035,Control
348,1626.7605633802816,Sample_1,0.27189813098987997,Control
349,1640.8450704225352,Sample_1,0.26808876202934834,Control
350,1654.9295774647887,Sample_1,0.2638526882452739,Control
351,1669.0140845070423,Sample_1,0.26101114875055226,Control
352,1683.098591549296,Sample_1,0.25705960998964167,Control
353,1697.1830985915494,Sample_1,0.2527435107303023,Control
354,1711.2676056338028,Sample_1,0.24863631802299752,Control
355,1725.3521126760563,Sample_1,0.24519356149615787,Control
356,1739.43661971831,Sample_1,0.24302574074618727,Control
357,1753.5211267605634,Sample_1,0.2412411433344202,Control
358,1767.605633802817,Sample_1,0.2399072877021364,Control
359,1781.6901408450703,Sample_1,0.23854490039857382,Control
360,1795.774647887324,Sample_1,0.2355353953458786,Control
361,1809.8591549295772,Sample_1,0.23197411512978833,Control
362,1823.943661971831,Sample_1,0.2288678759861137,Control
363,1838.0281690140848,Sample_1,0.22549869599514025,Control
364,1852.112676056338,Sample_1,0.22045572309661268,Control
365,1866.1971830985915,Sample_1,0.21656095454465069,Control
366,1880.281690140845,Sample_1,0.2128755811007382,Control
367,1894.3661971830984,Sample_1,0.2098188815369894,Control
368,1908.450704225352,Sample_1,0.20711394230407515,Control
369,1922.5352112676053,Sample_1,0.20439551892514551,Control
370,1936.6197183098595,Sample_1,0.201474344799971,Control
371,1950.7042253521129,Sample_1,0.1983246241709571,Control
372,1964.7887323943664,Sample_1,0.19489642661336587,Control
373,1978.87323943662,Sample_1,0.19180797090863896,Control
374,1992.957746478873,Sample_1,0.18861652759593997,Control
375,2007.042253521127,Sample_1,0.18547198566068557,Control
376,2021.12676056338,Sample_1,0.18225318321114387,Control
377,2035.2112676056336,Sample_1,0.17870802534355015,Control
378,2049.295774647888,Sample_1,0.1748797004096347,Control
379,2063.3802816901407,Sample_1,0.17155732408490285,Control
380,2077.4647887323945,Sample_1,0.16892879501274205,Control
381,2091.549295774648,Sample_1,0.1660061552195224,Control
382,2105.6338028169016,Sample_1,0.1631952970425457,Control
383,2119.718309859155,Sample_1,0.16058210862925743,Control
384,2133.8028169014087,Sample_1,0.1580327256315344,Control
385,2147.887323943662,Sample_1,0.1554958496677966,Control
386,2161.9718309859154,Sample_1,0.15329236432872748,Control
387,2176.056338028169,Sample_1,0.1512298762556012,Control
388,2190.1408450704225,Sample_1,0.1480215289047815,Control
389,2204.225352112676,Sample_1,0.14433996619778644,Control
390,2218.3098591549297,Sample_1,0.1406668066542502,Control
391,2232.394366197183,Sample_1,0.13739768293515858,Control
392,2246.478873239437,Sample_1,0.13440762241186233,Control
393,2260.56338028169,Sample_1,0.1304431857721545,Control
394,2274.647887323944,Sample_1,0.1271469960498292,Control
395,2288.732394366197,Sample_1,0.12402717504893622,Control
396,2302.8169014084506,Sample_1,0.12108802206240797,Control
397,2316.9014084507044,Sample_1,0.11875526480175717,Control
398,2330.9859154929577,Sample_1,0.1167255099816391,Control
399,2345.070422535211,Sample_1,0.11442597453001156,Control
400,2359.154929577465,Sample_1,0.11187854575634872,Control
401,2373.2394366197186,Sample_1,0.10952399889742681,Control
402,2387.323943661972,Sample_1,0.10744998090234538,Control
403,2401.4084507042253,Sample_1,0.10600815439073596,Control
404,2415.492957746479,Sample_1,0.1038078935213662,Control
405,2429.5774647887324,Sample_1,0.10162033510838761,Control
406,2443.6619718309857,Sample_1,0.09986553961353853,Control
407,2457.7464788732395,Sample_1,0.09735055095927485,Control
408,2471.830985915493,Sample_1,0.094863996265087,Control
409,2485.9154929577467,Sample_1,0.09250485697962361,Control
410,2500.0,Sample_1,0.09017884179198048,Control
411,2519.230769230769,Sample_1,0.08787999031877401,Control
412,2538.4615384615386,Sample_1,0.08562608599895195,Control
413,2557.692307692308,Sample_1,0.08347477844228997,Control
414,2576.923076923077,Sample_1,0.08150531143442881,Control
415,2596.153846153846,Sample_1,0.079763706951986,Control
416,2615.3846153846152,Sample_1,0.07807984979052185,Control
417,2634.6153846153848,Sample_1,0.07662199864161885,Control
418,2653.846153846154,Sample_1,0.07472601045842092,Control
419,2673.076923076923,Sample_1,0.07319673242011793,Control
420,2692.3076923076924,Sample_1,0.07194104575024178,Control
421,2711.538461538461,Sample_1,0.07045114532675165,Control
422,2730.769230769231,Sample_1,0.0691211981425882,Control
423,2750.0,Sample_1,0.06726478299660912,Control
424,2769.230769230769,Sample_1,0.06561649271304049,Control
425,2788.4615384615386,Sample_1,0.06379654338802458,Control
426,2807.692307692308,Sample_1,0.06179179286475666,Control
427,2826.923076923077,Sample_1,0.05970788649593067,Control
428,2846.153846153846,Sample_1,0.057611961649134506,Control
429,2865.3846153846152,Sample_1,0.0555084055573833,Control
430,2884.6153846153848,Sample_1,0.05365996364556982,Control
431,2903.846153846154,Sample_1,0.052188227734719164,Control
432,2923.076923076923,Sample_1,0.05090683324733119,Control
433,2942.3076923076924,Sample_1,0.04963726181550737,Control
434,2961.538461538461,Sample_1,0.0484333425409857,Control
435,2980.769230769231,Sample_1,0.0472607690203895,Control
436,3000.0,Sample_1,0.045948507563970786,Control
437,3019.230769230769,Sample_1,0.04451083377848929,Control
438,3038.4615384615386,Sample_1,0.04358825437079311,Control
439,3057.692307692308,Sample_1,0.042318077129510634,Control
440,3076.923076923077,Sample_1,0.04156305289273528,Control
441,3096.153846153846,Sample_1,0.04058333197351909,Control
442,3115.3846153846152,Sample_1,0.03935951869806466,Control
443,3134.6153846153848,Sample_1,0.03859322835958231,Control
444,3153.846153846154,Sample_1,0.03838393096273579,Control
445,3173.076923076923,Sample_1,0.03680564098500319,Control
446,3192.3076923076924,Sample_1,0.035298396822978854,Control
447,3211.538461538461,Sample_1,0.033665613307327834,Control
448,3230.7692307692305,Sample_1,0.03204820953503049,Control
449,3250.0,Sample_1,0.03087594869028392,Control
450,3269.230769230769,Sample_1,0.030171353205381824,Control
451,3288.4615384615386,Sample_1,0.029297258096618994,Control
452,3307.692307692308,Sample_1,0.028636534941868182,Control
453,3326.923076923077,Sample_1,0.027567857743432077,Control
454,3346.153846153846,Sample_1,0.027332793902351916,Control
455,3365.3846153846152,Sample_1,0.027438644448572202,Control
456,3384.6153846153848,Sample_1,0.027271167446613776,Control
457,3403.846153846154,Sample_1,0.026482901858574565,Control
458,3423.076923076923,Sample_1,0.025182385288757617,Control
459,3442.3076923076924,Sample_1,0.023960799828731807,Control
460,3461.538461538461,Sample_1,0.022856243076550573,Control
461,3480.7692307692305,Sample_1,0.022337191395043362,Control
462,3500.0,Sample_1,0.02170494128484956,Control
463,3537.5,Sample_1,0.020972019322194974,Control
464,3575.0,Sample_1,0.020303362017759796,Control
465,3612.5,Sample_1,0.019834934510531855,Control
466,3650.0,Sample_1,0.019726963631206264,Control
467,3687.5,Sample_1,0.01965956244337025,Control
468,3725.0,Sample_1,0.019603300332677338,Control
469,3762.5,Sample_1,0.018784294800171308,Control
470,3800.0,Sample_1,0.017927953816995322,Control
471,3837.5,Sample_1,0.017468857729654796,Control
472,3875.0,Sample_1,0.017181264345836687,Control
473,3912.5,Sample_1,0.01649179455516047,Control
474,3950.0,Sample_1,0.01568634156651187,Control
475,3987.5,Sample_1,0.014986524159436933,Control
476,4025.0,Sample_1,0.014429355337635688,Control
477,4062.5,Sample_1,0.013853308711412993,Control
478,4100.0,Sample_1,0.013236311320008978,Control
479,4137.5,Sample_1,0.012548326739618506,Control
480,4175.0,Sample_1,0.011772294594196096,Control
481,4212.5,Sample_1,0.011330747438916084,Control
482,4250.0,Sample_1,0.01080383977668691,Control
483,4287.5,Sample_1,0.010480259356800371,Control
484,4325.0,Sample_1,0.009415187701755316,Control
485,4362.5,Sample_1,0.008560195133180862,Control
486,4400.0,Sample_1,0.008285089241107378,Control
487,4437.5,Sample_1,0.008225426780549728,Control
488,4475.0,Sample_1,0.00892281117866972,Control
489,4512.5,Sample_1,0.008821044960735243,Control
490,4550.0,Sample_1,0.0086452136509195,Control
491,4587.5,Sample_1,0.008560527351271089,Control
492,4625.0,Sample_1,0.00863767034604716,Control
493,4662.5,Sample_1,0.008577880860925593,Control
494,4700.0,Sample_1,0.008192556731857299,Control
495,4737.5,Sample_1,0.007814844305503459,Control
496,4775.0,Sample_1,0.006857645818580975,Control
497,4812.5,Sample_1,0.006702998297577712,Control
