,bp_pos,sample,normalized_fluorescent_units
0,55.65217391304348,1,0.20885600689174172
1,56.88405797101449,1,0.2098222551458479
2,58.11594202898551,1,0.21262548435520512
3,59.34782608695652,1,0.21590371937585104
4,60.57971014492753,1,0.21911875546394907
5,61.81159420289855,1,0.22245830920546986
6,63.04347826086956,1,0.22608427907061923
7,64.27536231884058,1,0.23170603331993214
8,65.5072463768116,1,0.24106472546059798
9,66.7391304347826,1,0.25317603546019934
10,67.97101449275362,1,0.2651709086732822
11,69.20289855072463,1,0.2785990440282591
12,70.43478260869566,1,0.2946307319401387
13,71.66666666666666,1,0.31241440753947475
14,72.89855072463769,1,0.3313449291570763
15,74.13043478260869,1,0.34889464232846834
16,75.3623188405797,1,0.36481623531583396
17,76.59420289855072,1,0.3827201520035482
18,77.82608695652173,1,0.4074701353678403
19,79.05797101449275,1,0.43472806679267073
20,80.28985507246377,1,0.45845769094719657
21,81.52173913043478,1,0.48042733549076594
22,82.7536231884058,1,0.5033938876488785
23,83.98550724637681,1,0.5280248149215832
24,85.21739130434783,1,0.5543236169141187
25,86.44927536231883,1,0.5774317964588724
26,87.68115942028984,1,0.5939377060237547
27,88.91304347826086,1,0.6094195410204146
28,90.14492753623188,1,0.631302223141112
29,91.37681159420288,1,0.6573057439848289
30,92.6086956521739,1,0.6822293331012835
31,93.84057971014492,1,0.7063328970088987
32,95.07246376811594,1,0.7282120867228375
33,96.30434782608695,1,0.7454773529256773
34,97.53623188405795,1,0.7605445387868304
35,98.76811594202898,1,0.7750580674309042
36,100.0,1,0.7890433524097188
37,104.28571428571428,1,0.8053974884240964
38,108.57142857142856,1,0.823853004230409
39,112.85714285714286,1,0.841054109455608
40,117.14285714285714,1,0.8544839910139641
41,121.42857142857144,1,0.8653672732278441
42,125.71428571428572,1,0.8775129579463384
43,130.0,1,0.8926613255749473
44,134.28571428571428,1,0.9076977631322592
45,138.57142857142856,1,0.9182865411571266
46,142.85714285714286,1,0.9265985874345165
47,147.14285714285714,1,0.9332390436336202
48,151.42857142857144,1,0.9394170744050812
49,155.71428571428572,1,0.9485717243848445
50,160.0,1,0.9589238317332951
51,164.28571428571428,1,0.9672927350812284
52,168.57142857142856,1,0.9735213844015911
53,172.85714285714286,1,0.9772692526150941
54,177.14285714285714,1,0.9801383890054716
55,181.42857142857144,1,0.9857546816929493
56,185.7142857142857,1,0.9915434840792026
57,190.0,1,0.9953490824649386
58,194.28571428571428,1,0.9980376282896364
59,198.57142857142856,1,0.9984205220113194
60,202.8571428571429,1,0.9977495549060321
61,207.14285714285717,1,0.9988016695296228
62,211.42857142857144,1,1.0
63,215.7142857142857,1,0.9999710868429418
64,220.0,1,0.9984205220113194
65,224.28571428571428,1,0.9958178425561061
66,228.57142857142856,1,0.9942094514103673
67,232.8571428571429,1,0.9934760695308184
68,237.14285714285717,1,0.9915163171255239
69,241.42857142857144,1,0.9873341596816297
70,245.7142857142857,1,0.9831511291360464
71,250.0,1,0.9811615904720042
72,254.6875,1,0.980046187972462
73,259.375,1,0.9764771713197393
74,264.0625,1,0.9693111869023288
75,268.75,1,0.9616213315265868
76,273.4375,1,0.9551841405285794
77,278.125,1,0.9508863304564532
78,282.8125,1,0.9497700548552216
79,287.5,1,0.9484786502501454
80,292.1875,1,0.9431558925081072
81,296.875,1,0.9366626213993627
82,301.5625,1,0.9293475788783997
83,306.25,1,0.919844409895847
84,310.9375,1,0.9132889469645386
85,315.625,1,0.9093061542779981
86,320.3125,1,0.9009967273056769
87,325.0,1,0.8878378983411104
88,329.6875,1,0.8742653822861299
89,334.375,1,0.8645859882463457
90,339.0625,1,0.8592577689424724
91,343.75,1,0.8568275102426309
92,348.4375,1,0.8541300104493394
93,353.125,1,0.8479285280826556
94,357.8125,1,0.8388010450565712
95,362.5,1,0.8287694166555415
96,367.1875,1,0.8173869000753438
97,371.875,1,0.80533966210998
98,376.5625,1,0.7948041147406036
99,381.25,1,0.7842153367157365
100,385.9375,1,0.7714032733521003
101,390.625,1,0.7616923468501889
102,395.3125,1,0.7551629548191723
103,400.0,1,0.7475001702552257
104,406.06060606060606,1,0.7393950155939844
105,412.1212121212121,1,0.7309674128302451
106,418.1818181818182,1,0.7217531903329863
107,424.24242424242425,1,0.7128874868385175
108,430.3030303030303,1,0.7021470242065487
109,436.3636363636364,1,0.6871431262213471
110,442.4242424242424,1,0.6711403514665254
111,448.4848484848485,1,0.6552864190620388
112,454.54545454545456,1,0.6367116242124412
113,460.6060606060606,1,0.6189605771286192
114,466.6666666666667,1,0.6071951668267388
115,472.7272727272728,1,0.6008462764179981
116,478.7878787878788,1,0.5947829290311968
117,484.8484848484849,1,0.5853935775300934
118,490.9090909090909,1,0.5733111806875503
119,496.969696969697,1,0.5616983280944606
120,503.030303030303,1,0.5502299451447786
121,509.0909090909091,1,0.5387335221397275
122,515.1515151515151,1,0.5267675620837029
123,521.2121212121212,1,0.5130785202988003
124,527.2727272727273,1,0.5007640412399863
125,533.3333333333334,1,0.49192637780088544
126,539.3939393939394,1,0.4846094929346597
127,545.4545454545455,1,0.476066237542688
128,551.5151515151515,1,0.46465655400881145
129,557.5757575757575,1,0.4508221694788124
130,563.6363636363636,1,0.43748448895346537
131,569.6969696969697,1,0.42861878545899657
132,575.7575757575758,1,0.42200352705849487
133,581.8181818181818,1,0.41246685645873876
134,587.8787878787879,1,0.4005598187702175
135,593.939393939394,1,0.38979765074640504
136,600.0,1,0.3818656559339314
137,609.3023255813954,1,0.3731779308985529
138,618.6046511627907,1,0.36194359932021813
139,627.9069767441861,1,0.35325587428483946
140,637.2093023255813,1,0.3453230063706765
141,646.5116279069767,1,0.33453192518980573
142,655.8139534883721,1,0.3222735262417287
143,665.1162790697674,1,0.3111871639120392
144,674.4186046511628,1,0.30232146041757035
145,683.7209302325582,1,0.2934566300247908
146,693.0232558139535,1,0.2823991808521595
147,702.3255813953489,1,0.2704956355703968
148,711.6279069767442,1,0.2613681525443124
149,720.9302325581396,1,0.2570368408549826
150,730.2325581395348,1,0.25395993974676645
151,739.5348837209302,1,0.24775758427839298
152,748.8372093023256,1,0.23898233561355392
153,758.1395348837209,1,0.2305582252565736
154,767.4418604651163,1,0.22213324179790325
155,776.7441860465117,1,0.21332907997600611
156,786.046511627907,1,0.20677536324807697
157,795.3488372093024,1,0.20215051661330746
158,804.6511627906978,1,0.1956265861441259
159,813.953488372093,1,0.1872035718405325
160,823.2558139534883,1,0.1807094276300985
161,832.5581395348837,1,0.17646572851363274
162,841.8604651162791,1,0.1718437241356293
163,851.1627906976744,1,0.16724888671130492
164,860.4651162790698,1,0.16332763569733658
165,869.7674418604652,1,0.15803094885559069
166,879.0697674418604,1,0.15028152096235314
167,888.3720930232558,1,0.14121361045376388
168,897.6744186046512,1,0.13349309571758455
169,906.9767441860464,1,0.128548643237084
170,916.2790697674418,1,0.12620687021179633
171,925.5813953488372,1,0.12424537160312242
172,934.8837209302326,1,0.12161203278747182
173,944.186046511628,1,0.12000276854004371
174,953.4883720930231,1,0.11926851355880515
175,962.7906976744188,1,0.11727984799645229
176,972.093023255814,1,0.11274458308962326
177,981.3953488372092,1,0.10695490760168044
178,990.6976744186048,1,0.10204111448161665
179,1000.0,1,0.09817943598514413
180,1014.2857142857144,1,0.09396749228250234
181,1028.571428571429,1,0.0913061134114833
182,1042.857142857143,1,0.09162484615552532
183,1057.142857142857,1,0.09124282553553191
184,1071.428571428571,1,0.08893368102575838
185,1085.7142857142858,1,0.08703000873120097
186,1100.0,1,0.08507112942759619
187,1114.2857142857142,1,0.08208817555576858
188,1128.571428571429,1,0.0789590058371553
189,1142.857142857143,1,0.07635545328025245
190,1157.142857142857,1,0.0762967538644466
191,1171.4285714285716,1,0.07816517833842139
192,1185.7142857142858,1,0.07778490392180731
193,1200.0,1,0.07398389399621685
194,1214.2857142857142,1,0.07018288407062673
195,1228.571428571429,1,0.06980173655232313
196,1242.857142857143,1,0.07164299407261918
197,1257.142857142857,1,0.07128988660968419
198,1271.4285714285716,1,0.06781219788828112
199,1285.7142857142858,1,0.0652384315901257
200,1300.0,1,0.06591027179710253
201,1314.2857142857142,1,0.06707881600873206
202,1328.571428571429,1,0.06704902974998414
203,1342.857142857143,1,0.06549846491836171
204,1357.142857142857,1,0.06289578546314868
205,1371.4285714285716,1,0.06128826741909924
206,1385.7142857142858,1,0.060583798696608585
207,1400.0,1,0.058975407550869816
208,1414.2857142857142,1,0.05634294183690854
209,1428.571428571429,1,0.054412102588672365
210,1442.857142857143,1,0.05248039023874635
211,1457.142857142857,1,0.04982075757110649
212,1471.4285714285716,1,0.047917085276549226
213,1485.7142857142858,1,0.04630956723249995
214,1500.0,1,0.04490434514597438
215,1519.6078431372548,1,0.04434806862382603
216,1539.2156862745098,1,0.04294284653729994
217,1558.8235294117646,1,0.04133532849325101
218,1578.4313725490197,1,0.039431656198693585
219,1598.0392156862745,1,0.036772896632743544
220,1617.6470588235295,1,0.034870970541565294
221,1637.2549019607843,1,0.033320405709942526
222,1656.862745098039,1,0.03258986608716034
223,1676.470588235294,1,0.034811398024069955
224,1696.078431372549,1,0.03673852191385025
225,1715.686274509804,1,0.03481052492238012
226,1735.2941176470588,1,0.032560079828412254
227,1754.9019607843138,1,0.03293838508994945
228,1774.5098039215686,1,0.032909471932891524
229,1794.1176470588234,1,0.032178059208419346
230,1813.7254901960785,1,0.03284902631370619
231,1833.3333333333333,1,0.032145430692905215
232,1852.9411764705883,1,0.028289213758267394
233,1872.549019607843,1,0.02419379578554778
234,1892.156862745098,1,0.022967425259802415
235,1911.764705882353,1,0.025713701256732967
236,1931.372549019608,1,0.03050812639010835
237,1950.9803921568628,1,0.03173362381416421
238,1970.5882352941176,1,0.02825593509276132
239,1990.1960784313728,1,0.02410356390761503
240,2009.803921568628,1,0.021822236501512524
241,2029.4117647058824,1,0.019862484096218085
242,2049.019607843137,1,0.017230018382257146
243,2068.627450980392,1,0.015650540393576794
244,2088.235294117647,1,0.015298306032331472
245,2107.843137254902,1,0.015269392875273381
246,2127.450980392157,1,0.01526851977358372
247,2147.058823529412,1,0.01526851977358372
248,2166.666666666667,1,0.01526851977358372
249,2186.274509803922,1,0.015269392875273381
250,2205.8823529411766,1,0.015298306032331472
251,2225.4901960784314,1,0.015650540393576794
252,2245.098039215686,1,0.01722914528056765
253,2264.705882352941,1,0.01983182473578084
254,2284.313725490196,1,0.02140955652108186
255,2303.921568627451,1,0.021732004623579604
256,2323.529411764706,1,0.021378897160644617
257,2343.1372549019607,1,0.019420017857039847
258,2362.745098039216,1,0.014886499153590473
259,2382.3529411764707,1,0.009127483026084572
260,2401.960784313725,1,0.004622877479693123
261,2421.5686274509803,1,0.0030153594356440126
262,2441.176470588235,1,0.004211943702641795
263,2460.7843137254904,1,0.006785710000797062
264,2480.392156862745,1,0.008392354943156174
265,2500.0,1,0.00909595056395749
266,2526.315789473684,1,0.010674555450948678
267,2552.6315789473683,1,0.01292500054491671
268,2578.9473684210525,1,0.012896087387858789
269,2605.2631578947367,1,0.010293407932645101
270,2631.578947368421,1,0.007165111315721477
271,2657.894736842105,1,0.00421107060095213
272,2684.2105263157896,1,0.0026035525569026875
273,2710.5263157894738,1,0.002251318195657528
274,2736.842105263158,1,0.002251318195657528
275,2763.157894736842,1,0.0026026794552133545
276,2789.4736842105262,1,0.00418041124051488
277,2815.7894736842104,1,0.00675417753866998
278,2842.1052631578946,1,0.00798054806441568
279,2868.4210526315787,1,0.00675417753866998
280,2894.736842105264,1,0.00418041124051488
