,Ladder,1,2,3,4,5,6,7,8
39,14.625,0.9819399653016814,0.9129525483780344,0.8829228672544711,0.8803116992517891,0.8399860730930704,0.8691540824326829,0.8167201585514605,0.7637338749991407
40,15.0,0.9634567140095188,0.87722063768643,0.8509997454509766,0.8470737553443395,0.8008901688493767,0.8350707238953279,0.7774332760730318,0.725852162226696
41,16.231884057971016,0.9353508793337898,0.8323401685047012,0.8090713923272033,0.803797444878158,0.7563401232213504,0.7921955785795501,0.7335001400433921,0.6801587553884627
42,17.463768115942027,0.8961372923631955,0.7796936949786251,0.7603339159297412,0.7554987241972239,0.7061207248887683,0.7419398995343947,0.6861274646008878,0.6296604947970419
43,18.695652173913043,0.8458989931675304,0.7203456868586156,0.7058379545657605,0.7019342906137788,0.6498676377646355,0.6869195400152532,0.6345846850809264,0.5762030449935173
44,19.92753623188406,0.787416334194784,0.6564301108009497,0.6473900018276508,0.6446116908921893,0.5927925773054381,0.6301755773012109,0.58055069757377,0.5215512476014901
45,21.15942028985507,0.7252047481611853,0.5908757271648752,0.5864775095140881,0.5850682830582585,0.5373618051876206,0.5726032584602295,0.5264928177348649,0.4667219551710109
46,22.391304347826086,0.6616023651732053,0.5278737742122758,0.5264645477564462,0.5250384662771053,0.4830818528960089,0.51563084482865,0.4728979614047417,0.4125273276489141
47,23.6231884057971,0.5977725809196457,0.4698595660469389,0.4700523416309656,0.4670612511320925,0.4315380237240895,0.4619437604382024,0.4209523848846643,0.3613916777543275
48,24.855072463768117,0.5367032029260786,0.4169666029104285,0.4190740487780184,0.4141856678450724,0.38437655336706,0.4125652363037679,0.3740194994626,0.3159341974213652
49,26.08695652173913,0.4809423827150638,0.3693443423659603,0.3735976141176291,0.3667397186696703,0.3413798539475708,0.3667033844927532,0.3325872842366641,0.2753466685199011
50,27.318840579710145,0.4316003267749748,0.3286358711528581,0.332587809062643,0.3240438282660862,0.3032211087349652,0.3251855114801389,0.2960972445231662,0.2386818919152733
51,28.550724637681157,0.3907843469559733,0.2959598914609116,0.2965391338475218,0.2873785268354798,0.2700718207843715,0.2898908690071011,0.2637568335461056,0.2075205479811404
52,29.782608695652172,0.3593379459131451,0.2702476073274589,0.265937997419488,0.2583071149020186,0.2426034605427243,0.2608026020501286,0.2354606420034983,0.1823891341765782
53,31.014492753623188,0.3339226586692736,0.2478762089743382,0.2404575811943016,0.2349166306775038,0.2206364336676562,0.2358471088060817,0.211578944844867,0.1615843193209263
54,32.2463768115942,0.3114996455936607,0.2291831726115354,0.2197738426677156,0.2144446220623717,0.2028737414160031,0.2134778097568765,0.1908967807962176,0.1442793217651825
55,33.47826086956522,0.2918897031524903,0.2162003073620151,0.2034882683275729,0.1970354032010735,0.1885217916868509,0.1940985515545867,0.1730651517639698,0.1311059142529789
56,34.710144927536234,0.2750243615997587,0.2053122315644044,0.1894701744908979,0.1830515442374003,0.1755948737850816,0.1784117522188041,0.1573952074516984,0.1206929130007679
57,35.94202898550725,0.2602690900445115,0.1931083945050182,0.1767386563030499,0.1718502753701036,0.1636201464866395,0.1663995070740589,0.1440307328508325,0.1112321023518838
58,37.17391304347826,0.2473068876177826,0.180869855538039,0.1652193903791734,0.1617885098598603,0.1545968925368521,0.1571297635138371,0.1338294615100752,0.1033873906190452
59,38.405797101449274,0.2352962169509743,0.1703189763975943,0.1557764844057587,0.1522408577549121,0.1478605447795941,0.1490385621705641,0.1255275799073062,0.0971092623836755
60,39.63768115942029,0.2233540160301694,0.1624416042696905,0.1492681967574871,0.1437816191105039,0.1407545852432643,0.1411769954142139,0.117666537976935,0.0911818450642945
61,40.8695652173913,0.2112755922521518,0.1568990792749565,0.1437261965887317,0.1375029660491551,0.1326140602902303,0.1333343829852908,0.1100514608310194,0.0855552367608184
62,42.10144927536231,0.2008110297417923,0.1517631590796182,0.1372380469372727,0.1321732206178325,0.1253333638627709,0.1255265302553485,0.103369485943576,0.0807884569829171
63,43.33333333333333,0.1930205033969965,0.1460290421702428,0.1305897820968522,0.126439628534436,0.1206207694729122,0.1181242326728444,0.0980576451877224,0.0772538799840285
64,44.565217391304344,0.1850698575361951,0.1399805485217959,0.1245412884484054,0.1206018151454852,0.1160629614591421,0.1123911654154268,0.0929575343433226,0.0731379612946141
65,45.79710144927536,0.1766833677987056,0.1331395080973487,0.1186149207809821,0.1146928273275522,0.1099993212825484,0.1086443336791054,0.0874541016728279,0.068075368296517
66,47.028985507246375,0.1688744654168055,0.1259499900782559,0.1127950120675005,0.1088734434400495,0.1043357734230923,0.1045105103142218,0.0826004804388627,0.0643829094300103
67,48.26086956521739,0.1619812854438871,0.120252207345798,0.1073084344205175,0.1033868657930663,0.1000993032305908,0.0994305374666346,0.0786794366373906,0.0627814322161328
68,49.492753623188406,0.1559143622939921,0.1167344853704206,0.103369485943576,0.0994479173161251,0.0965110656696381,0.0955432037121855,0.0757073004659443,0.0615849853237147
69,50.724637681159415,0.1499869449746111,0.1137444445235054,0.1008006715982245,0.0968791029707736,0.0945600612091578,0.0931876937562243,0.0735793257929906,0.059985216605202
70,51.95652173913043,0.1441507060635969,0.1109835134375339,0.0978290602527572,0.0939069667993275,0.0939238218228388,0.0911818450642945,0.0717857318384933,0.0588414340872338
71,53.188405797101446,0.1384876830301196,0.1088723937880917,0.0943657111471945,0.0904262378442742,0.092940679319811,0.0894773302142484,0.0708362993824884,0.0578925264572078
72,54.42028985507246,0.1340417162475078,0.1070614199841042,0.0918517944976363,0.0877005912832624,0.0913925253237903,0.0886500237392672,0.0708362993824884,0.0572600948701691
73,55.65217391304348,0.1320527225790893,0.105883927419113,0.0916232095626712,0.0865230987182712,0.0906553476052183,0.0892661251287734,0.0717857318384933,0.0578930512831868
74,56.88405797101449,0.1326335394436362,0.104757524750635,0.0929754390187916,0.0863113688068175,0.0913930501497692,0.0902329374342687,0.0735793257929906,0.0588598635886818
75,58.11594202898551,0.1343185751402764,0.103599645356478,0.0941186967107812,0.0865230987182712,0.0929585839952804,0.0916232095626712,0.0757073004659443,0.060233280693573
76,59.347826086956516,0.1362891393072469,0.104565932835994,0.0952967141017511,0.0877011161092413,0.0941539812357405,0.0945948209081385,0.0786799614633694,0.0630105419770767
77,60.57971014492753,0.1382217142662792,0.1077133307245488,0.0971087375576966,0.0904441425197435,0.095755458449618,0.0992361874046712,0.0826183851143318,0.0669142059290586
78,61.81159420289855,0.1402291374361459,0.1107902130275283,0.0992540920801405,0.0941360765602714,0.0994479173161251,0.1047048603761853,0.087683211433772,0.0717499224875548
79,63.04347826086956,0.1424087268315915,0.1141852841959032,0.1024205783135502,0.0980397405122532,0.1045110351402007,0.1095932413091314,0.0941181718848023,0.0770421500725746
80,64.27536231884058,0.1457879926284127,0.1190731403028702,0.1070793246595733,0.1019618339656831,0.1086443336791054,0.1139735542844494,0.1005715618372806,0.0812107331364389
81,65.5072463768116,0.1514135512799309,0.1255091504058583,0.1125659023065565,0.1059181622921148,0.1123906405894479,0.1193032997157721,0.1059007824426245,0.0851698196101931
82,66.7391304347826,0.1586937228814116,0.1321742702697903,0.1176660131509563,0.1102637155684521,0.118106852823354,0.1269357567111781,0.1114417329594221,0.0918523193236153
83,67.97101449275362,0.1659039037232959,0.1384697783546502,0.1229947089303213,0.116101528957403,0.1253148003438948,0.1363597083571658,0.1190731403028702,0.1008370057751419
84,69.20289855072463,0.173975625913163,0.1457869429764551,0.1298710338797282,0.1233985555823951,0.1323854753552651,0.1464888361700675,0.1282521768163604,0.1098228758960542
85,70.43478260869566,0.1836123571225623,0.155316690405934,0.1382232887442158,0.1305913565747888,0.1396125112206606,0.1577947977045537,0.1370442217012881,0.1190378557779108
86,71.66666666666666,0.1943022172675419,0.1662887960479425,0.1466988575861568,0.1384339690037119,0.1480886048885804,0.1688190428950333,0.1453281986285879,0.1294291445553724
87,72.89855072463769,0.2056814525349255,0.1762420033003289,0.1543493532744599,0.1469100626716317,0.1568811745994871,0.1776322754287315,0.1543672579499293,0.139998978023244
88,74.13043478260869,0.2162306766443493,0.1854922677071449,0.1633531280708415,0.155087055819011,0.1658849493958688,0.1869004445110165,0.1649539464413121,0.1499864201486322
89,75.3623188405797,0.225801229220476,0.1953581086774882,0.1741319333028446,0.1639692294603478,0.1755211557792892,0.1981374692649076,0.1764890177367422,0.1600476608328969
90,76.59420289855072,0.2365633669107394,0.2060500681263835,0.1838913153192463,0.1735337365888074,0.1852636827721796,0.2099895414293036,0.1882358189436259,0.1707907101783052
91,77.82608695652173,0.2514407109826664,0.2172697130307841,0.1925987520694534,0.183365342686149,0.1949183186570482,0.2225636491111685,0.1999999999999997,0.1824169598821019
92,79.05797101449275,0.2678255957127816,0.2274867897430954,0.2026035740443318,0.1933359297880257,0.2041691078898431,0.2350997675850954,0.2117647058823528,0.194320121943011
93,80.28985507246377,0.2820895965425247,0.2380930914053121,0.2147384165317358,0.2039399981288991,0.2143514249031735,0.2472710782668442,0.2235288869387269,0.2071064843623086
94,81.52173913043478,0.2952956644497935,0.2512268817672971,0.2270280453952282,0.2147547467292683,0.2265020727621309,0.2600015468027344,0.2352762129715895,0.220574130616771
95,82.7536231884058,0.3091009787230571,0.2652590146887736,0.2382493987949936,0.2258685915231344,0.2387753714280909,0.2733317865305986,0.2468297137684676,0.2340987204065985
96,83.98550724637681,0.323906757557451,0.2779547235256834,0.2494143334853726,0.2380187145561129,0.2498018499399139,0.2860622550664888,0.2576618422183272,0.2468460439660001
97,85.21739130434783,0.3397151045839348,0.2889991067129756,0.2617598562322725,0.2493431055920467,0.2602132767141882,0.2982325160962802,0.268038509293621,0.2590173546477492
98,86.44927536231883,0.353605551817898,0.2992167082512655,0.2738214249867787,0.2585944196508205,0.2717662526850875,0.3107349245231841,0.279362900329555,0.2715366180981644
99,87.68115942028984,0.3635273401359924,0.3100151266541022,0.2836883156090799,0.2671248861885547,0.2839174253700238,0.3229213817330798,0.2903876703460136,0.2839174253700238
100,88.91304347826086,0.3728335518905593,0.3213389928640572,0.2916037304092653,0.2770959981164103,0.2948369201019265,0.3333328085073543,0.2991998532277542,0.2950660298628704
101,90.14492753623188,0.385987346231929,0.3319262061814192,0.3008560941199969,0.2890185858663814,0.3048976359602122,0.3437273802581175,0.3084337874370375,0.3060767030031399
102,91.37681159420289,0.4016181982199609,0.3411938504377256,0.3128297717664812,0.3003582574478902,0.3146917776755946,0.3557010579046018,0.3192636825655537,0.3174516591096081
103,92.6086956521739,0.4165998976148702,0.3506389897324838,0.3254907209044102,0.3099793173031637,0.3245407636224264,0.3672197990024992,0.3293938600304131,0.328427047724918
104,93.84057971014492,0.4310886755802985,0.3619623311164601,0.3381685250658506,0.3197381744935867,0.3344939708748129,0.3774021160158296,0.3393296874333091,0.3391348125453668
105,95.07246376811594,0.4442403706177527,0.3738838692144735,0.3503539326237888,0.3295849271190751,0.3448684046287633,0.3872858616616421,0.3492111997577782,0.349404500167784
106,96.30434782608695,0.4546186121709832,0.3838365516408809,0.3605541543125883,0.3370078875243711,0.3545056606641417,0.397274878264967,0.3568806497735083,0.357793223226617
107,97.53623188405797,0.4636755761677935,0.3921205285681806,0.3699987687813677,0.3435156503466636,0.362911238746486,0.408072247015846,0.3647428753732653,0.3658486152189516
108,98.76811594202898,0.4723997339240842,0.3999989503480421,0.3803732025353179,0.351059691408069,0.3717934123878229,0.4195899384617858,0.3755206309533104,0.3741303588249078
109,100.0,0.4808063616583864,0.407842612428923,0.3905190513543033,0.3589907197709929,0.3811282849293593,0.430913279845762,0.3863868024673562,0.3813410644927708
110,104.28571428571429,0.4906369181037704,0.4156678450083557,0.3985733936946802,0.3674310040879742,0.3897650186122197,0.440761216140636,0.3946523498932079,0.3884285945276524
111,108.57142857142857,0.5017306249008235,0.4232829221542715,0.4050643014934614,0.3750618866054434,0.3968145594391634,0.4491499391994691,0.4013707929749968,0.3958482719596472
112,112.85714285714286,0.5120702989557934,0.4299996567406956,0.4117815609058644,0.3813231598173017,0.4031659614074308,0.4576265576933678,0.4090027251444239,0.4025133918235792
113,117.14285714285714,0.5201430707976182,0.4357354821454355,0.4186584106812501,0.387267956986173,0.4099705871018766,0.4652758697122852,0.4170211241164343,0.4078247077534538
114,121.42857142857143,0.5266850684929127,0.4427502632733985,0.4256400065881691,0.393124199876572,0.4172686633788265,0.4717493976615761,0.42307014259086,0.4129253434238324
115,125.71428571428572,0.5339859029171848,0.451577539218942,0.4329549378886304,0.3990684722194644,0.423528886938727,0.4786599574839847,0.4276442808021625,0.4184461559438175
116,130.0,0.5430916656977773,0.4590851077589584,0.4392325412980211,0.4053107911038958,0.4297733051270739,0.4862745098039216,0.4325505664105777,0.4235120319152154
117,134.28571428571428,0.5521301467287958,0.46430905740679,0.4456702598963737,0.4126778041614404,0.4368928367136138,0.4938880124719006,0.4380550487330301,0.4283993631962037
118,138.57142857142856,0.5584951164202296,0.4682849989040556,0.4534927343284842,0.4195334662880556,0.4431188254005127,0.5007632877693498,0.4431367300759818,0.4331477134726571
119,142.85714285714286,0.5634915307850539,0.474105957269495,0.459929269257451,0.4230348580659004,0.4491325593499788,0.506794926394285,0.448202081221401,0.4371745530576203
120,147.14285714285714,0.567483143636445,0.4815771959596377,0.4636761009937724,0.4246895244802067,0.4550577433480163,0.5122988838907585,0.4535106390039534,0.4407796456420843
121,151.42857142857144,0.5711967901517224,0.4867472932365901,0.4671075063390644,0.4267496120245231,0.458382164913388,0.5162388820196576,0.4576276073453256,0.4431367300759818
122,155.71428571428572,0.5766996979962382,0.4901597442544553,0.4718020620360259,0.4298617788524621,0.460425531451621,0.5188250762144994,0.4609504544327605,0.4454764346603892
123,160.0,0.5829224037098357,0.493166640124882,0.4774829897449726,0.4347865745154096,0.4641696050406199,0.5220084174714205,0.4647498970791879,0.4488513678319513
124,164.28571428571428,0.5879529951562743,0.4962277170563078,0.4833013239805175,0.4411135015345615,0.4694096930771687,0.5264211990329881,0.4685639571007396,0.4516822853504753
125,168.57142857142856,0.5916970687452733,0.4996036998798278,0.4889812020375064,0.447197751069603,0.4740331548982324,0.5305180293775476,0.4721169101367326,0.4534758793049727
126,172.85714285714286,0.5939499318736166,0.5017485295762929,0.4936399483835296,0.450520073331059,0.4770052910696786,0.5319430612049307,0.4740494850957649,0.453722368915407
127,177.14285714285714,0.5956745847204753,0.5033331517666588,0.4966131342069335,0.452334330108348,0.478429798071083,0.5322096888121778,0.4744734697446513,0.4533190470893122
128,181.42857142857144,0.5990505675439952,0.5058813032892187,0.4980381660343167,0.4549003863063771,0.4798032151759741,0.5349695702461914,0.4744913744201204,0.4539351484788185
129,185.71428571428572,0.6025302468470906,0.5083957447647556,0.4994289629886982,0.457415352607893,0.4821233065895476,0.5397682937843635,0.4742980740101148,0.4544785009614063
130,190.0,0.6048178118830271,0.5095558574802563,0.5019602594877466,0.4585765149753513,0.483706220284549,0.5432137382144572,0.4735608962915427,0.4539351484788185
131,194.28571428571428,0.6064339107990724,0.5097681122176889,0.5044741761373047,0.4588224797598068,0.4835314833934194,0.5436714329103663,0.4729453197280153,0.4533190470893122
132,198.57142857142856,0.6066640702119743,0.5095916668311947,0.5056348136787844,0.4590352593232185,0.4839723230658173,0.54256569306468,0.4735608962915427,0.4537228937413859
133,202.85714285714286,0.6062607483858795,0.5088544891126227,0.5058639234397283,0.4597903417172597,0.486291364827433,0.5425835977401493,0.4742980740101148,0.4534937839804419
134,207.14285714285714,0.6068931799729184,0.5082220575255837,0.5058818281151976,0.4606171233662621,0.4887705217780105,0.5439194969987373,0.4744918992460993,0.4519119199373982
135,211.42857142857144,0.6076135026679791,0.5086427592011689,0.5058823529411763,0.4609325497572913,0.4897183797560785,0.5446387700418404,0.4744913744201204,0.4500304348748791
136,215.71428571428572,0.6075961228184887,0.5086248545256997,0.5058818281151976,0.4615307464713285,0.4889806772115275,0.543883687647799,0.4742801693346457,0.4482373657463605
137,220.0,0.6066640702119743,0.5079745182631916,0.5058639234397283,0.4611246664979113,0.4872049879324993,0.5421243285663034,0.4733312617046197,0.4470588235294117
138,224.28571428571428,0.605099586018421,0.5074457874827719,0.5056348136787844,0.4588061495622744,0.4850959675869728,0.5402096582827401,0.4717662526850874,0.445879756486484
139,228.57142857142856,0.6041327737129258,0.5056527183542535,0.5044741761373047,0.4563096127622066,0.4823713706779187,0.5382211894403004,0.4707999652055712,0.4440687826824963
140,232.85714285714286,0.603691934040528,0.5031214218552051,0.5019592098357889,0.455148450394748,0.4798574540283606,0.5362875648293103,0.470375455730706,0.441958187859033
141,237.14285714285714,0.6025139166495581,0.501010302205763,0.4993936784637387,0.4548840561088445,0.4788906417228654,0.534263811461911,0.4693744085522093,0.4392151614485309
142,241.42857142857142,0.5999999999999999,0.4989702186408311,0.4975978511878978,0.4544253117609775,0.4793981848545146,0.5319077766799711,0.4673859397097696,0.4364552800145174
143,245.71428571428572,0.597485558524463,0.4966147086848701,0.4945220185368761,0.4523152417634931,0.4799779520671037,0.5280214925774798,0.4645386919937131,0.4341329552796003
144,250.0,0.5962896364580239,0.4927631842813593,0.4898101364547681,0.4482373657463605,0.4791327409166533,0.5229768042548522,0.4611800890196835,0.4313725490196078
145,254.6875,0.595619162198703,0.4881414309556604,0.4869449840632424,0.4447740166407976,0.4772344008306226,0.5192838205623663,0.4590347344972396,0.4286116179336365
146,259.375,0.5934738076762592,0.4863294074997148,0.4860801597419582,0.4433668894888837,0.4745092790955896,0.5176470588235293,0.457415352607893,0.4262719133492292
147,264.0625,0.5891662970722038,0.4876272640860212,0.4848494779765384,0.4426964152295629,0.4717662526850874,0.5160097722587136,0.4544432164364467,0.4232997771777829
148,268.75,0.5845438849030979,0.487150615062685,0.4821054019140784,0.4407622657925938,0.4696214229886224,0.5122994087167374,0.4500135798513676,0.4195899384617858
149,273.4375,0.5806744558241178,0.483248134780089,0.4784303228970619,0.4374031379925853,0.4674038443852388,0.5070424656566772,0.4455106695333909,0.4156857496838249
150,278.125,0.5780910197765985,0.4786420528085156,0.4747210090070435,0.4343267805155848,0.4645213121442226,0.5021898940746695,0.4423826973338982,0.4117647058823528
151,282.8125,0.5774200206912989,0.4745450884465281,0.4715376677501224,0.4311608191081542,0.4609509792587394,0.4980571203617436,0.4397406092556493,0.4078431372549018
152,287.5,0.5766437506484872,0.4708183947070194,0.4682495803616679,0.4274515052181358,0.45787409695576,0.4941176470588235,0.4358744096856266,0.403921043801472
153,292.1875,0.5734442132114614,0.4678452088836154,0.4639410201056548,0.4237590463516287,0.4549009111323558,0.4901781737559033,0.4305268130431785,0.3999820953245308
154,296.875,0.5695410740854584,0.4654881244497177,0.4604250066256421,0.4208037652036941,0.451894015261929,0.4860438255650409,0.4255352604566358,0.3958487967856261
155,301.5625,0.5651439638780166,0.4625154634522928,0.4585938948248418,0.4186405060057809,0.448393673136042,0.4811391144345622,0.4205920352922403,0.3909783205281492
156,306.25,0.5594315594433906,0.4588056247362955,0.4560261301314481,0.4163876428774377,0.4429255249905071,0.4752469816401408,0.4158990540732153,0.3854917428811659
157,310.9375,0.5554910364885127,0.4549014359583347,0.4509803921568627,0.4130821756394929,0.4369134995364054,0.4686898952080869,0.411782085731843,0.3806044116001775
158,315.625,0.5530969590342909,0.4509809169828416,0.4459351790082562,0.4076314073434481,0.4327807258234795,0.4623596808885901,0.4078431372549018,0.3762762381733306
159,320.3125,0.5481021191474033,0.4470762033789019,0.4433837445123951,0.4016372865648159,0.4300007063926534,0.457892526457208,0.4039031391260028,0.371582207302348
160,325.0,0.5401922784332499,0.4433489848134144,0.4417296029240678,0.3977157179373647,0.426272963001187,0.4537407984168551,0.3997524607376077,0.3668159523504255
161,329.6875,0.5320337682516625,0.4401645939045356,0.4387395620771523,0.3958667014610952,0.4219470228956834,0.4491509888514269,0.3946697297426982,0.3623661777685338
162,334.375,0.5262154340161175,0.436858601840612,0.4341150506041311,0.393474332502238,0.4186584106812501,0.444683309594066,0.3882173894421776,0.3568627450980393
163,339.0625,0.5230126136057905,0.4323209318236547,0.4288586323700496,0.3889371873112595,0.4154745445983501,0.438774321776133,0.3815712239056725,0.3513593124275447
164,343.75,0.5215517724274689,0.4276432311502047,0.4249370637425989,0.3833637682082123,0.4117468012068837,0.4315837541050826,0.3755564403042488,0.3469090130196739
165,348.4375,0.5199302912342068,0.4232639678268446,0.4223503447217782,0.3778777153872081,0.4078241829274749,0.4249191590671296,0.3700177231087947,0.3421253782182611
166,353.125,0.5162025478427403,0.4177593514869642,0.4191311941139186,0.3737107068012805,0.4036740293650588,0.4193966380517799,0.3656374101334767,0.3372190926098459
167,357.8125,0.5107159701957571,0.4096551607108474,0.414260193030463,0.3699986347639399,0.3985918231961283,0.4133470947513755,0.3609585257906409,0.3319246317034827
168,362.5,0.5046859060487584,0.4012518694141902,0.4078431372549019,0.3647243118543892,0.3921573875710769,0.4062612732118583,0.3538906089265929,0.3252616111434661
169,367.1875,0.4978438159723533,0.3967847149828081,0.4014250318273833,0.3596601443783558,0.3857387573175792,0.400229109760944,0.346717421105033,0.3178935484339638
170,371.875,0.4906021584047897,0.3947071135715734,0.3965197958709257,0.3570744750094929,0.3808335213611217,0.3949177938310693,0.3414234850246485,0.311423828283953
171,376.5625,0.4842691859379704,0.391698118397231,0.392894565289649,0.3550305836452812,0.3772082907798451,0.3891847265736516,0.3370436968753094,0.3068491652466716
172,381.25,0.4779042162465367,0.3872321476352345,0.3886217609202304,0.3505309028362617,0.3729349615844477,0.3833469131847009,0.3321374112668942,0.302347251116309
173,385.9375,0.4702028181434921,0.382288922470839,0.3825185570577619,0.3442338737378089,0.3668149026984677,0.3774363508888314,0.3264380540564993,0.2960154623188753
174,390.625,0.46436552958052,0.3770687849493311,0.3768756185567534,0.3380822084357655,0.3609781389614748,0.3715648274528578,0.320584435295995,0.2894409960373312
