,Ladder,1,2,3,4,5,6,7,8,Ladder_interpol
14,0.1135330911018391,0.1282508448107833,0.1030641425018767,0.0931614425286373,0.0817822878143379,0.1122243587053679,0.1194029865955323,0.1711189819930305,0.085721761117258,5.25
15,0.1520277958378814,0.1661516854580473,0.1333335758056928,0.1191754513125249,0.1053126152135737,0.1404325207954816,0.1486139043595074,0.209177313699362,0.1094632936019686,5.625
16,0.1988748894558394,0.2137050626862646,0.1714619517359642,0.1514106447964172,0.1314650801760173,0.1736539522739313,0.1872661001546171,0.2555830428189434,0.1365462366929901,6.0
17,0.2535331187770411,0.2727577018589735,0.220349653744833,0.1930566892377223,0.1626140935207133,0.2120103883131889,0.2336186400737696,0.3085122866680273,0.1690127197948262,6.375
18,0.3176815361688907,0.3440288760192769,0.2798571716747413,0.2452818022448064,0.2039940886450941,0.2590883001874556,0.2852835455747549,0.3648355477064846,0.2099503007688725,6.75
19,0.3900265064146093,0.4262516270162251,0.3487533567256777,0.3060194236498117,0.2565183021727186,0.3176078181630983,0.341044423577157,0.4251503681319892,0.2589595504684421,7.125
20,0.4696305903034226,0.5154196397431752,0.4243467972096324,0.3717850658357049,0.3161833111616939,0.3834764445208163,0.4005889345273893,0.4873965798471404,0.3129625860758978,7.5
21,0.5561239929015304,0.607346484252181,0.503618074857926,0.4422995831240301,0.3817024637371529,0.4507707615493244,0.4655983106498553,0.5470989726649909,0.3717487316587876,7.875
22,0.6432307344147783,0.6973565591737082,0.5852241996393892,0.5167155310429938,0.4518982716611477,0.5175933447971217,0.5337366551594281,0.6034054364713242,0.4348766227187344,8.25
23,0.723589847233289,0.7807904549912829,0.666233648720408,0.5914305751554542,0.5225349149304965,0.5838334026850077,0.6002057650168705,0.6575517900356177,0.5003957752941933,8.625
24,0.7929769122011787,0.8537466113838826,0.7416679658759713,0.6634916719618635,0.5932274520832528,0.6483010008028228,0.6637392112242557,0.7099881081281767,0.5671271266692799,9.0
25,0.8504287330034169,0.9107543095404218,0.8077148039069357,0.7306263986273889,0.6633494614483711,0.7097216145383576,0.7232783398972712,0.7591722287363039,0.6314470742049983,9.375
26,0.8974886061847864,0.9494950128134584,0.8619593714086988,0.7909254136813397,0.7287127779957835,0.7667265348357695,0.7778409044556143,0.8021438281158096,0.6887908081110145,9.75
27,0.934177100674625,0.974120965812602,0.9049056381454424,0.8421888534012181,0.7873445638080656,0.8160018278955804,0.825427354019505,0.837883587792521,0.7370181816955632,10.125
28,0.9588989675522251,0.9864315848201572,0.9340295326631396,0.8820471368709788,0.837772769599625,0.853443934213579,0.8601438137764916,0.863050740413539,0.7764120719011147,10.5
29,0.9686176216459728,0.9711425238864584,0.9340408277859308,0.9058823094978976,0.8720240554463721,0.8653597134111366,0.8690902149499254,0.8661609026759586,0.8051580018677732,10.875
30,0.943817795681148,0.898288527642822,0.8762892569385018,0.895769774014556,0.8709519566482153,0.8261384580423075,0.8291284988892229,0.8241570037464088,0.8092899014408134,11.25
31,0.8565643568927915,0.7782302793344148,0.7684498657991115,0.8265880327754482,0.8115612562483118,0.7422052686774729,0.7447549946779695,0.7410823904253737,0.7688107638908719,11.625
32,0.7390409880933161,0.6840461615791966,0.6811770353368373,0.7265735959617501,0.7203018712992174,0.6729146326139,0.6740777449198005,0.6726799023563386,0.7018213386712926,12.0
33,0.6661253309010895,0.6498045873268824,0.649274995497763,0.6631465573163653,0.6615545157391138,0.647600100496975,0.6478790276311195,0.6474622275051758,0.6571791855947626,12.375
34,0.6483335265646222,0.6599746419893058,0.6589315186106636,0.6473176152115978,0.6470750457776612,0.6556021281283307,0.6562844875827074,0.6545460479203606,0.6453063213109127,12.75
35,0.6714332321077305,0.7263541028889262,0.7203997629447494,0.6665144548959141,0.666210703319403,0.7054168742858136,0.7091438103029161,0.7006887624726614,0.6570132305524085,13.125
36,0.7552544233559562,0.8479518723897401,0.8298825445720708,0.7360622049271514,0.7346306079876822,0.7933169778909275,0.8035121282072327,0.7817858683256097,0.7000636390711711,13.5
37,0.8780496716680565,0.9496965976580828,0.9145399670907064,0.8349474666123732,0.8319703930858606,0.8586764320589748,0.8756755611522747,0.8406057174551325,0.7585035402786946,13.875
38,0.9550406707408922,0.9861584825619444,0.9335941270581224,0.888326671508214,0.8852962061367162,0.8669132823927921,0.8897300002582746,0.8450101914073238,0.7822829952034414,14.25
39,0.97165536800041,0.9819399653016814,0.9129525483780344,0.8829228672544711,0.8803116992517891,0.8399860730930704,0.8691540824326829,0.8167201585514605,0.7637338749991407,14.625
40,0.9628904190018628,0.9634567140095188,0.87722063768643,0.8509997454509766,0.8470737553443395,0.8008901688493767,0.8350707238953279,0.7774332760730318,0.725852162226696,15.0
41,0.9449749651183512,0.9353508793337898,0.8323401685047012,0.8090713923272033,0.803797444878158,0.7563401232213504,0.7921955785795501,0.7335001400433921,0.6801587553884627,16.231884057971016
42,0.9220660876332996,0.8961372923631955,0.7796936949786251,0.7603339159297412,0.7554987241972239,0.7061207248887683,0.7419398995343947,0.6861274646008878,0.6296604947970419,17.463768115942027
43,0.8932432646141881,0.8458989931675304,0.7203456868586156,0.7058379545657605,0.7019342906137788,0.6498676377646355,0.6869195400152532,0.6345846850809264,0.5762030449935173,18.695652173913043
44,0.8575642546424826,0.787416334194784,0.6564301108009497,0.6473900018276508,0.6446116908921893,0.5927925773054381,0.6301755773012109,0.58055069757377,0.5215512476014901,19.92753623188406
45,0.8169089726298091,0.7252047481611853,0.5908757271648752,0.5864775095140881,0.5850682830582585,0.5373618051876206,0.5726032584602295,0.5264928177348649,0.4667219551710109,21.15942028985507
46,0.7729644152322519,0.6616023651732053,0.5278737742122758,0.5264645477564462,0.5250384662771053,0.4830818528960089,0.51563084482865,0.4728979614047417,0.4125273276489141,22.391304347826086
47,0.7265575024432849,0.5977725809196457,0.4698595660469389,0.4700523416309656,0.4670612511320925,0.4315380237240895,0.4619437604382024,0.4209523848846643,0.3613916777543275,23.6231884057971
48,0.6769863367422517,0.5367032029260786,0.4169666029104285,0.4190740487780184,0.4141856678450724,0.38437655336706,0.4125652363037679,0.3740194994626,0.3159341974213652,24.855072463768117
49,0.6256394817621903,0.4809423827150638,0.3693443423659603,0.3735976141176291,0.3667397186696703,0.3413798539475708,0.3667033844927532,0.3325872842366641,0.2753466685199011,26.08695652173913
50,0.5746096319781385,0.4316003267749748,0.3286358711528581,0.332587809062643,0.3240438282660862,0.3032211087349652,0.3251855114801389,0.2960972445231662,0.2386818919152733,27.318840579710145
51,0.5242464443270836,0.3907843469559733,0.2959598914609116,0.2965391338475218,0.2873785268354798,0.2700718207843715,0.2898908690071011,0.2637568335461056,0.2075205479811404,28.550724637681157
52,0.4768760022059226,0.3593379459131451,0.2702476073274589,0.265937997419488,0.2583071149020186,0.2426034605427243,0.2608026020501286,0.2354606420034983,0.1823891341765782,29.782608695652172
53,0.4343168594855302,0.3339226586692736,0.2478762089743382,0.2404575811943016,0.2349166306775038,0.2206364336676562,0.2358471088060817,0.211578944844867,0.1615843193209263,31.014492753623188
54,0.3959131991404268,0.3114996455936607,0.2291831726115354,0.2197738426677156,0.2144446220623717,0.2028737414160031,0.2134778097568765,0.1908967807962176,0.1442793217651825,32.2463768115942
55,0.3609866474328682,0.2918897031524903,0.2162003073620151,0.2034882683275729,0.1970354032010735,0.1885217916868509,0.1940985515545867,0.1730651517639698,0.1311059142529789,33.47826086956522
56,0.3308648647111489,0.2750243615997587,0.2053122315644044,0.1894701744908979,0.1830515442374003,0.1755948737850816,0.1784117522188041,0.1573952074516984,0.1206929130007679,34.710144927536234
57,0.3060657323211275,0.2602690900445115,0.1931083945050182,0.1767386563030499,0.1718502753701036,0.1636201464866395,0.1663995070740589,0.1440307328508325,0.1112321023518838,35.94202898550725
58,0.2858412095040434,0.2473068876177826,0.180869855538039,0.1652193903791734,0.1617885098598603,0.1545968925368521,0.1571297635138371,0.1338294615100752,0.1033873906190452,37.17391304347826
59,0.267884167190427,0.2352962169509743,0.1703189763975943,0.1557764844057587,0.1522408577549121,0.1478605447795941,0.1490385621705641,0.1255275799073062,0.0971092623836755,38.405797101449274
60,0.2510362054871858,0.2233540160301694,0.1624416042696905,0.1492681967574871,0.1437816191105039,0.1407545852432643,0.1411769954142139,0.117666537976935,0.0911818450642945,39.63768115942029
61,0.2348402885418172,0.2112755922521518,0.1568990792749565,0.1437261965887317,0.1375029660491551,0.1326140602902303,0.1333343829852908,0.1100514608310194,0.0855552367608184,40.8695652173913
62,0.2206321772684376,0.2008110297417923,0.1517631590796182,0.1372380469372727,0.1321732206178325,0.1253333638627709,0.1255265302553485,0.103369485943576,0.0807884569829171,42.10144927536231
63,0.2096925445397224,0.1930205033969965,0.1460290421702428,0.1305897820968522,0.126439628534436,0.1206207694729122,0.1181242326728444,0.0980576451877224,0.0772538799840285,43.33333333333333
64,0.1988930764849279,0.1850698575361951,0.1399805485217959,0.1245412884484054,0.1206018151454852,0.1160629614591421,0.1123911654154268,0.0929575343433226,0.0731379612946141,44.565217391304344
65,0.1882570065923963,0.1766833677987056,0.1331395080973487,0.1186149207809821,0.1146928273275522,0.1099993212825484,0.1086443336791054,0.0874541016728279,0.068075368296517,45.79710144927536
66,0.1804279662136834,0.1688744654168055,0.1259499900782559,0.1127950120675005,0.1088734434400495,0.1043357734230923,0.1045105103142218,0.0826004804388627,0.0643829094300103,47.028985507246375
67,0.172989200436834,0.1619812854438871,0.120252207345798,0.1073084344205175,0.1033868657930663,0.1000993032305908,0.0994305374666346,0.0786794366373906,0.0627814322161328,48.26086956521739
68,0.164303610178804,0.1559143622939921,0.1167344853704206,0.103369485943576,0.0994479173161251,0.0965110656696381,0.0955432037121855,0.0757073004659443,0.0615849853237147,49.492753623188406
69,0.1573209646199274,0.1499869449746111,0.1137444445235054,0.1008006715982245,0.0968791029707736,0.0945600612091578,0.0931876937562243,0.0735793257929906,0.059985216605202,50.724637681159415
70,0.1517805389291084,0.1441507060635969,0.1109835134375339,0.0978290602527572,0.0939069667993275,0.0939238218228388,0.0911818450642945,0.0717857318384933,0.0588414340872338,51.95652173913043
71,0.1458183619107469,0.1384876830301196,0.1088723937880917,0.0943657111471945,0.0904262378442742,0.092940679319811,0.0894773302142484,0.0708362993824884,0.0578925264572078,53.188405797101446
72,0.1390300664138335,0.1340417162475078,0.1070614199841042,0.0918517944976363,0.0877005912832624,0.0913925253237903,0.0886500237392672,0.0708362993824884,0.0572600948701691,54.42028985507246
73,0.1315207850514088,0.1320527225790893,0.105883927419113,0.0916232095626712,0.0865230987182712,0.0906553476052183,0.0892661251287734,0.0717857318384933,0.0578930512831868,55.65217391304348
74,0.124294798837971,0.1326335394436362,0.104757524750635,0.0929754390187916,0.0863113688068175,0.0913930501497692,0.0902329374342687,0.0735793257929906,0.0588598635886818,56.88405797101449
75,0.1162936456980228,0.1343185751402764,0.103599645356478,0.0941186967107812,0.0865230987182712,0.0929585839952804,0.0916232095626712,0.0757073004659443,0.060233280693573,58.11594202898551
76,0.1075575481608461,0.1362891393072469,0.104565932835994,0.0952967141017511,0.0877011161092413,0.0941539812357405,0.0945948209081385,0.0786799614633694,0.0630105419770767,59.347826086956516
77,0.1013511726447811,0.1382217142662792,0.1077133307245488,0.0971087375576966,0.0904441425197435,0.095755458449618,0.0992361874046712,0.0826183851143318,0.0669142059290586,60.57971014492753
78,0.0997323155814133,0.1402291374361459,0.1107902130275283,0.0992540920801405,0.0941360765602714,0.0994479173161251,0.1047048603761853,0.087683211433772,0.0717499224875548,61.81159420289855
79,0.1008380554270997,0.1424087268315915,0.1141852841959032,0.1024205783135502,0.0980397405122532,0.1045110351402007,0.1095932413091314,0.0941181718848023,0.0770421500725746,63.04347826086956
80,0.1019813131190889,0.1457879926284127,0.1190731403028702,0.1070793246595733,0.1019618339656831,0.1086443336791054,0.1139735542844494,0.1005715618372806,0.0812107331364389,64.27536231884058
81,0.1034063449464721,0.1514135512799309,0.1255091504058583,0.1125659023065565,0.1059181622921148,0.1123906405894479,0.1193032997157721,0.1059007824426245,0.0851698196101931,65.5072463768116
82,0.1066270700322684,0.1586937228814116,0.1321742702697903,0.1176660131509563,0.1102637155684521,0.118106852823354,0.1269357567111781,0.1114417329594221,0.0918523193236153,66.7391304347826
83,0.1127124226836113,0.1659039037232959,0.1384697783546502,0.1229947089303213,0.116101528957403,0.1253148003438948,0.1363597083571658,0.1190731403028702,0.1008370057751419,67.97101449275362
84,0.1225608838044642,0.173975625913163,0.1457869429764551,0.1298710338797282,0.1233985555823951,0.1323854753552651,0.1464888361700675,0.1282521768163604,0.1098228758960542,69.20289855072463
85,0.1362065499233578,0.1836123571225623,0.155316690405934,0.1382232887442158,0.1305913565747888,0.1396125112206606,0.1577947977045537,0.1370442217012881,0.1190378557779108,70.43478260869566
86,0.1532455787152611,0.1943022172675419,0.1662887960479425,0.1466988575861568,0.1384339690037119,0.1480886048885804,0.1688190428950333,0.1453281986285879,0.1294291445553724,71.66666666666666
87,0.1719045142224902,0.2056814525349255,0.1762420033003289,0.1543493532744599,0.1469100626716317,0.1568811745994871,0.1776322754287315,0.1543672579499293,0.139998978023244,72.89855072463769
88,0.1923054824260683,0.2162306766443493,0.1854922677071449,0.1633531280708415,0.155087055819011,0.1658849493958688,0.1869004445110165,0.1649539464413121,0.1499864201486322,74.13043478260869
89,0.216926594951659,0.225801229220476,0.1953581086774882,0.1741319333028446,0.1639692294603478,0.1755211557792892,0.1981374692649076,0.1764890177367422,0.1600476608328969,75.3623188405797
90,0.2462938201053157,0.2365633669107394,0.2060500681263835,0.1838913153192463,0.1735337365888074,0.1852636827721796,0.2099895414293036,0.1882358189436259,0.1707907101783052,76.59420289855072
91,0.2803746358364452,0.2514407109826664,0.2172697130307841,0.1925987520694534,0.183365342686149,0.1949183186570482,0.2225636491111685,0.1999999999999997,0.1824169598821019,77.82608695652173
92,0.3181984755046155,0.2678255957127816,0.2274867897430954,0.2026035740443318,0.1933359297880257,0.2041691078898431,0.2350997675850954,0.2117647058823528,0.194320121943011,79.05797101449275
93,0.3585574194711148,0.2820895965425247,0.2380930914053121,0.2147384165317358,0.2039399981288991,0.2143514249031735,0.2472710782668442,0.2235288869387269,0.2071064843623086,80.28985507246377
94,0.4016946743730756,0.2952956644497935,0.2512268817672971,0.2270280453952282,0.2147547467292683,0.2265020727621309,0.2600015468027344,0.2352762129715895,0.220574130616771,81.52173913043478
95,0.447610240210498,0.3091009787230571,0.2652590146887736,0.2382493987949936,0.2258685915231344,0.2387753714280909,0.2733317865305986,0.2468297137684676,0.2340987204065985,82.7536231884058
96,0.4960582862163546,0.323906757557451,0.2779547235256834,0.2494143334853726,0.2380187145561129,0.2498018499399139,0.2860622550664888,0.2576618422183272,0.2468460439660001,83.98550724637681
97,0.5481629817377798,0.3397151045839348,0.2889991067129756,0.2617598562322725,0.2493431055920467,0.2602132767141882,0.2982325160962802,0.268038509293621,0.2590173546477492,85.21739130434783
98,0.6039389484769413,0.353605551817898,0.2992167082512655,0.2738214249867787,0.2585944196508205,0.2717662526850875,0.3107349245231841,0.279362900329555,0.2715366180981644,86.44927536231883
99,0.659891885428576,0.3635273401359924,0.3100151266541022,0.2836883156090799,0.2671248861885547,0.2839174253700238,0.3229213817330798,0.2903876703460136,0.2839174253700238,87.68115942028984
100,0.7127148043411463,0.3728335518905593,0.3213389928640572,0.2916037304092653,0.2770959981164103,0.2948369201019265,0.3333328085073543,0.2991998532277542,0.2950660298628704,88.91304347826086
101,0.7615303628221592,0.385987346231929,0.3319262061814192,0.3008560941199969,0.2890185858663814,0.3048976359602122,0.3437273802581175,0.3084337874370375,0.3060767030031399,90.14492753623188
102,0.8054032209647555,0.4016181982199609,0.3411938504377256,0.3128297717664812,0.3003582574478902,0.3146917776755946,0.3557010579046018,0.3192636825655537,0.3174516591096081,91.37681159420289
103,0.8436162855828317,0.4165998976148702,0.3506389897324838,0.3254907209044102,0.3099793173031637,0.3245407636224264,0.3672197990024992,0.3293938600304131,0.328427047724918,92.6086956521739
104,0.8757070579935848,0.4310886755802985,0.3619623311164601,0.3381685250658506,0.3197381744935867,0.3344939708748129,0.3774021160158296,0.3393296874333091,0.3391348125453668,93.84057971014492
105,0.9007835741023538,0.4442403706177527,0.3738838692144735,0.3503539326237888,0.3295849271190751,0.3448684046287633,0.3872858616616421,0.3492111997577782,0.349404500167784,95.07246376811594
106,0.9174350864397162,0.4546186121709832,0.3838365516408809,0.3605541543125883,0.3370078875243711,0.3545056606641417,0.397274878264967,0.3568806497735083,0.357793223226617,96.30434782608695
107,0.9256832540160777,0.4636755761677935,0.3921205285681806,0.3699987687813677,0.3435156503466636,0.362911238746486,0.408072247015846,0.3647428753732653,0.3658486152189516,97.53623188405797
108,0.9264009525812438,0.4723997339240842,0.3999989503480421,0.3803732025353179,0.351059691408069,0.3717934123878229,0.4195899384617858,0.3755206309533104,0.3741303588249078,98.76811594202898
109,0.918678838191064,0.4808063616583864,0.407842612428923,0.3905190513543033,0.3589907197709929,0.3811282849293593,0.430913279845762,0.3863868024673562,0.3813410644927708,100.0
110,0.8995590590320524,0.4906369181037704,0.4156678450083557,0.3985733936946802,0.3674310040879742,0.3897650186122197,0.440761216140636,0.3946523498932079,0.3884285945276524,104.28571428571429
111,0.8673945686155069,0.5017306249008235,0.4232829221542715,0.4050643014934614,0.3750618866054434,0.3968145594391634,0.4491499391994691,0.4013707929749968,0.3958482719596472,108.57142857142857
112,0.822233560346147,0.5120702989557934,0.4299996567406956,0.4117815609058644,0.3813231598173017,0.4031659614074308,0.4576265576933678,0.4090027251444239,0.4025133918235792,112.85714285714286
113,0.7638359808697561,0.5201430707976182,0.4357354821454355,0.4186584106812501,0.387267956986173,0.4099705871018766,0.4652758697122852,0.4170211241164343,0.4078247077534538,117.14285714285714
114,0.6908802152857073,0.5266850684929127,0.4427502632733985,0.4256400065881691,0.393124199876572,0.4172686633788265,0.4717493976615761,0.42307014259086,0.4129253434238324,121.42857142857143
115,0.6063612424452378,0.5339859029171848,0.451577539218942,0.4329549378886304,0.3990684722194644,0.423528886938727,0.4786599574839847,0.4276442808021625,0.4184461559438175,125.71428571428572
116,0.5196420708508749,0.5430916656977773,0.4590851077589584,0.4392325412980211,0.4053107911038958,0.4297733051270739,0.4862745098039216,0.4325505664105777,0.4235120319152154,130.0
117,0.4396730986167997,0.5521301467287958,0.46430905740679,0.4456702598963737,0.4126778041614404,0.4368928367136138,0.4938880124719006,0.4380550487330301,0.4283993631962037,134.28571428571428
118,0.3689658057444476,0.5584951164202296,0.4682849989040556,0.4534927343284842,0.4195334662880556,0.4431188254005127,0.5007632877693498,0.4431367300759818,0.4331477134726571,138.57142857142856
119,0.3080533939839689,0.5634915307850539,0.474105957269495,0.459929269257451,0.4230348580659004,0.4491325593499788,0.506794926394285,0.448202081221401,0.4371745530576203,142.85714285714286
120,0.2594121815855346,0.567483143636445,0.4815771959596377,0.4636761009937724,0.4246895244802067,0.4550577433480163,0.5122988838907585,0.4535106390039534,0.4407796456420843,147.14285714285714
121,0.2240784467882572,0.5711967901517224,0.4867472932365901,0.4671075063390644,0.4267496120245231,0.458382164913388,0.5162388820196576,0.4576276073453256,0.4431367300759818,151.42857142857144
122,0.1990529093202702,0.5766996979962382,0.4901597442544553,0.4718020620360259,0.4298617788524621,0.460425531451621,0.5188250762144994,0.4609504544327605,0.4454764346603892,155.71428571428572
123,0.1820605800082335,0.5829224037098357,0.493166640124882,0.4774829897449726,0.4347865745154096,0.4641696050406199,0.5220084174714205,0.4647498970791879,0.4488513678319513,160.0
124,0.1719483877719272,0.5879529951562743,0.4962277170563078,0.4833013239805175,0.4411135015345615,0.4694096930771687,0.5264211990329881,0.4685639571007396,0.4516822853504753,164.28571428571428
125,0.1675154638865033,0.5916970687452733,0.4996036998798278,0.4889812020375064,0.447197751069603,0.4740331548982324,0.5305180293775476,0.4721169101367326,0.4534758793049727,168.57142857142856
126,0.1701384636198974,0.5939499318736166,0.5017485295762929,0.4936399483835296,0.450520073331059,0.4770052910696786,0.5319430612049307,0.4740494850957649,0.453722368915407,172.85714285714286
127,0.1788056778408232,0.5956745847204753,0.5033331517666588,0.4966131342069335,0.452334330108348,0.478429798071083,0.5322096888121778,0.4744734697446513,0.4533190470893122,177.14285714285714
128,0.1937412025818445,0.5990505675439952,0.5058813032892187,0.4980381660343167,0.4549003863063771,0.4798032151759741,0.5349695702461914,0.4744913744201204,0.4539351484788185,181.42857142857144
129,0.2180430765900821,0.6025302468470906,0.5083957447647556,0.4994289629886982,0.457415352607893,0.4821233065895476,0.5397682937843635,0.4742980740101148,0.4544785009614063,185.71428571428572
130,0.2514223899361498,0.6048178118830271,0.5095558574802563,0.5019602594877466,0.4585765149753513,0.483706220284549,0.5432137382144572,0.4735608962915427,0.4539351484788185,190.0
131,0.2914654361499846,0.6064339107990724,0.5097681122176889,0.5044741761373047,0.4588224797598068,0.4835314833934194,0.5436714329103663,0.4729453197280153,0.4533190470893122,194.28571428571428
132,0.3409900363885791,0.6066640702119743,0.5095916668311947,0.5056348136787844,0.4590352593232185,0.4839723230658173,0.54256569306468,0.4735608962915427,0.4537228937413859,198.57142857142856
133,0.4040298979960324,0.6062607483858795,0.5088544891126227,0.5058639234397283,0.4597903417172597,0.486291364827433,0.5425835977401493,0.4742980740101148,0.4534937839804419,202.85714285714286
134,0.4786042526085932,0.6068931799729184,0.5082220575255837,0.5058818281151976,0.4606171233662621,0.4887705217780105,0.5439194969987373,0.4744918992460993,0.4519119199373982,207.14285714285714
135,0.5585932288220532,0.6076135026679791,0.5086427592011689,0.5058823529411763,0.4609325497572913,0.4897183797560785,0.5446387700418404,0.4744913744201204,0.4500304348748791,211.42857142857144
136,0.6417471167909862,0.6075961228184887,0.5086248545256997,0.5058818281151976,0.4615307464713285,0.4889806772115275,0.543883687647799,0.4742801693346457,0.4482373657463605,215.71428571428572
137,0.7262336210452061,0.6066640702119743,0.5079745182631916,0.5058639234397283,0.4611246664979113,0.4872049879324993,0.5421243285663034,0.4733312617046197,0.4470588235294117,220.0
138,0.8056921001914942,0.605099586018421,0.5074457874827719,0.5056348136787844,0.4588061495622744,0.4850959675869728,0.5402096582827401,0.4717662526850874,0.445879756486484,224.28571428571428
139,0.873142199783705,0.6041327737129258,0.5056527183542535,0.5044741761373047,0.4563096127622066,0.4823713706779187,0.5382211894403004,0.4707999652055712,0.4440687826824963,228.57142857142856
140,0.9240852081116926,0.603691934040528,0.5031214218552051,0.5019592098357889,0.455148450394748,0.4798574540283606,0.5362875648293103,0.470375455730706,0.441958187859033,232.85714285714286
141,0.9580802855030596,0.6025139166495581,0.501010302205763,0.4993936784637387,0.4548840561088445,0.4788906417228654,0.534263811461911,0.4693744085522093,0.4392151614485309,237.14285714285714
142,0.977481838797465,0.5999999999999999,0.4989702186408311,0.4975978511878978,0.4544253117609775,0.4793981848545146,0.5319077766799711,0.4673859397097696,0.4364552800145174,241.42857142857142
143,0.985203428361666,0.597485558524463,0.4966147086848701,0.4945220185368761,0.4523152417634931,0.4799779520671037,0.5280214925774798,0.4645386919937131,0.4341329552796003,245.71428571428572
144,0.9841808027258476,0.5962896364580239,0.4927631842813593,0.4898101364547681,0.4482373657463605,0.4791327409166533,0.5229768042548522,0.4611800890196835,0.4313725490196078,250.0
145,0.9736891682252188,0.595619162198703,0.4881414309556604,0.4869449840632424,0.4447740166407976,0.4772344008306226,0.5192838205623663,0.4590347344972396,0.4286116179336365,254.6875
146,0.947633331731466,0.5934738076762592,0.4863294074997148,0.4860801597419582,0.4433668894888837,0.4745092790955896,0.5176470588235293,0.457415352607893,0.4262719133492292,259.375
147,0.8970007810875383,0.5891662970722038,0.4876272640860212,0.4848494779765384,0.4426964152295629,0.4717662526850874,0.5160097722587136,0.4544432164364467,0.4232997771777829,264.0625
148,0.8162029279005452,0.5845438849030979,0.487150615062685,0.4821054019140784,0.4407622657925938,0.4696214229886224,0.5122994087167374,0.4500135798513676,0.4195899384617858,268.75
149,0.7082679362427682,0.5806744558241178,0.483248134780089,0.4784303228970619,0.4374031379925853,0.4674038443852388,0.5070424656566772,0.4455106695333909,0.4156857496838249,273.4375
150,0.5872039311211599,0.5780910197765985,0.4786420528085156,0.4747210090070435,0.4343267805155848,0.4645213121442226,0.5021898940746695,0.4423826973338982,0.4117647058823528,278.125
151,0.4721823250630308,0.5774200206912989,0.4745450884465281,0.4715376677501224,0.4311608191081542,0.4609509792587394,0.4980571203617436,0.4397406092556493,0.4078431372549018,282.8125
152,0.3742975599348821,0.5766437506484872,0.4708183947070194,0.4682495803616679,0.4274515052181358,0.45787409695576,0.4941176470588235,0.4358744096856266,0.403921043801472,287.5
153,0.2987546267300741,0.5734442132114614,0.4678452088836154,0.4639410201056548,0.4237590463516287,0.4549009111323558,0.4901781737559033,0.4305268130431785,0.3999820953245308,292.1875
154,0.2482611954351532,0.5695410740854584,0.4654881244497177,0.4604250066256421,0.4208037652036941,0.451894015261929,0.4860438255650409,0.4255352604566358,0.3958487967856261,296.875
155,0.2177561626498312,0.5651439638780166,0.4625154634522928,0.4585938948248418,0.4186405060057809,0.448393673136042,0.4811391144345622,0.4205920352922403,0.3909783205281492,301.5625
156,0.2002514555166036,0.5594315594433906,0.4588056247362955,0.4560261301314481,0.4163876428774377,0.4429255249905071,0.4752469816401408,0.4158990540732153,0.3854917428811659,306.25
